identifiant;Section;Numero;Surface;hauteur;coordonnees_de_la_forme
IK109000KW0675;KW;675;2.250946748778097;0.000000000000000;POLYGON ((352855.712154413 6689074.20190805,352855.833751269 6689071.07940191,352854.467188255 6689071.04764577,352855.72505799 6689074.42368812,352855.712154413 6689074.20190805))
IK109000IP0415;IP;415;44.426875292445700;10.000000000000000;POLYGON ((353121.441083761 6689051.84880386,353125.363859906 6689051.50948117,353124.448119287 6689044.88681241,353124.19204737 6689041.78627645,353124.064911011 6689040.90354684,353123.769109334 6689041.03200885,353123.723981822 6689040.25577665,353122.741674208 6689040.31288476,353122.601644015 6689039.20837456,353120.190102487 6689039.45983945,353120.323686276 6689040.45345929,353120.577960085 6689042.21891834,353120.909595944 6689045.31506118,353121.441083761 6689051.84880386))
IK109000IP0416;IP;416;5.971772156376597;0.000000000000000;POLYGON ((353098.990170139 6689013.87748558,353098.843688284 6689012.66208575,353093.938574904 6689013.05853871,353094.160620211 6689014.26954513,353098.990170139 6689013.87748558))
IK109000KX0569;KX;569;231.257468869774700;16.000000000000000;POLYGON ((353199.754665387 6689306.09899497,353193.878272555 6689314.56292824,353199.103634399 6689318.37600388,353202.904479371 6689321.15923365,353203.706973199 6689323.22662577,353206.542020325 6689328.95888958,353217.227293394 6689323.66467601,353217.784161345 6689316.28880983,353211.365252154 6689319.33226641,353210.493647528 6689317.38015561,353210.051399535 6689316.29320976,353199.754665387 6689306.09899497))
IK109000KW0692;KW;692;693.418836660942020;10.000000000000000;POLYGON ((352995.428995254 6689219.95446162,352985.913849899 6689242.76093713,352985.512089108 6689243.67442701,353003.743996923 6689249.51250551,353004.171556845 6689249.04257785,353004.957566622 6689248.2180073,353005.976704323 6689247.49114386,353013.911607862 6689224.88787066,353017.12391685 6689216.2448908,352998.842164421 6689210.8547275,352997.023154508 6689216.07872474,352995.428995254 6689219.95446162))
IK109000KX0570;KX;570;355.086968794482860;16.000000000000000;POLYGON ((353193.878272555 6689314.56292824,353189.768389377 6689320.8101459,353185.639177482 6689326.72469507,353177.192781359 6689339.23232182,353179.866696772 6689342.1923114,353193.352238147 6689335.5113562,353202.9298944 6689330.72655965,353206.542020325 6689328.95888958,353203.706973199 6689323.22662577,353202.904479371 6689321.15923365,353199.103634399 6689318.37600388,353193.878272555 6689314.56292824))
IK109000KW0693;KW;693;936.884013598006390;0.000000000000000;POLYGON ((353003.743996923 6689249.51250551,352985.512089108 6689243.67442701,352985.913849899 6689242.76093713,352976.42008266 6689239.86389217,352973.484320144 6689238.92199279,352962.394521817 6689265.93692126,352964.0070664 6689266.28818797,352996.555534608 6689274.52022296,353001.511216957 6689260.65762988,353003.649966408 6689254.41364882,353003.440804337 6689253.42442544,353003.136735017 6689252.10692578,353003.147801935 6689250.99362882,353003.322886318 6689250.09332346,353003.743996923 6689249.51250551))
IK109000IR0420;IR;420;205.455853629817940;0.000000000000000;POLYGON ((352923.294703838 6688987.37755261,352921.801878081 6689000.81622631,352921.25635464 6689007.0788167,352921.640617858 6689007.16772934,352927.90770078 6689008.02709376,352932.322579253 6689008.3266123,352932.378790894 6689007.98954666,352932.578764045 6689002.30338445,352932.837719176 6688993.72089395,352932.881959392 6688989.26770899,352923.294703838 6688987.37755261))
IK109000KW0702;KW;702;736.655385522776100;10.000000000000000;POLYGON ((352936.520802485 6689157.40047855,352934.014412069 6689166.44750284,352932.780571675 6689171.30368591,352931.220535734 6689177.06896729,352934.010749716 6689182.02486776,352958.447127731 6689188.94836018,352958.578898186 6689188.6068996,352962.089718601 6689177.2761567,352962.346810675 6689176.48234554,352966.298111425 6689164.90345534,352961.447498141 6689163.6278747,352960.452310945 6689163.46322918,352957.674080694 6689162.62343803,352948.980932352 6689160.4587185,352947.979294005 6689160.18318491,352942.90844068 6689159.03169499,352941.522548355 6689158.66724841,352936.520802485 6689157.40047855))
IK109000IR0422;IR;422;197.744097095082590;7.000000000000000;POLYGON ((352937.539124137 6689023.71158331,352937.061772825 6689033.75322691,352936.614835372 6689043.01424478,352936.530054826 6689045.4670131,352936.174351249 6689052.38615303,352943.013629741 6689052.65592053,352943.662392353 6689039.04381705,352943.742565332 6689037.81523535,352943.931483769 6689033.24236937,352944.301939038 6689027.88008707,352944.447547212 6689023.866067,352942.01020221 6689023.67404344,352937.539124137 6689023.71158331))
IK109000IR0423;IR;423;322.207333870728520;0.000000000000000;POLYGON ((352920.295242667 6689017.92746018,352919.752486571 6689021.63078803,352922.807233472 6689022.00941888,352924.180256808 6689022.15208074,352933.186919106 6689023.18588534,352937.539124137 6689023.71158331,352942.01020221 6689023.67404344,352942.732697172 6689008.72246929,352932.378790894 6689007.98954666,352932.322579253 6689008.3266123,352927.90770078 6689008.02709376,352921.640617858 6689007.16772934,352920.295242667 6689017.92746018))
IK109000IR0424;IR;424;100.570637472001680;7.000000000000000;POLYGON ((352917.411925326 6689041.34963742,352917.129959494 6689046.92930622,352917.016625049 6689051.49777766,352929.555307219 6689051.99231712,352929.828990824 6689044.96668208,352929.375618436 6689044.99305439,352921.163311444 6689044.58064104,352921.366957301 6689041.56463107,352917.411925326 6689041.34963742))
IK109000IR0425;IR;425;454.336722766072000;7.000000000000000;POLYGON ((352919.309251588 6689024.43820426,352919.02819841 6689026.12353312,352917.962043146 6689033.86285958,352917.812763676 6689035.20672722,352917.743652085 6689035.32201284,352917.411925326 6689041.34963742,352921.366957301 6689041.56463107,352921.163311444 6689044.58064104,352929.375618436 6689044.99305439,352929.828990824 6689044.96668208,352929.555307219 6689051.99231712,352936.174351249 6689052.38615303,352936.530054826 6689045.4670131,352936.614835372 6689043.01424478,352937.061772825 6689033.75322691,352937.539124137 6689023.71158331,352933.186919106 6689023.18588534,352924.180256808 6689022.15208074,352922.807233472 6689022.00941888,352919.752486571 6689021.63078803,352919.309251588 6689024.43820426))
IK109000IR0426;IR;426;902.869762770463810;7.000000000000000;POLYGON ((352913.823669787 6689051.34972108,352917.016625049 6689051.49777766,352917.129959494 6689046.92930622,352917.411925326 6689041.34963742,352917.743652085 6689035.32201284,352917.812763676 6689035.20672722,352917.962043146 6689033.86285958,352919.02819841 6689026.12353312,352919.309251588 6689024.43820426,352919.752486571 6689021.63078803,352920.295242667 6689017.92746018,352921.640617858 6689007.16772934,352921.25635464 6689007.0788167,352921.801878081 6689000.81622631,352923.294703838 6688987.37755261,352923.387775479 6688986.37075098,352924.066922222 6688981.10177639,352924.24661584 6688978.97728313,352924.395899618 6688977.63341586,352919.508269007 6688977.02760608,352908.133280997 6688975.68652699,352907.755466286 6688975.70850528,352902.879974111 6689024.83760315,352914.852919883 6689026.03261783,352914.614263009 6689031.05344052,352914.406014594 6689035.29363712,352914.025465223 6689046.99863417,352913.823669787 6689051.34972108))
IK109000IR0427;IR;427;325.809372017083890;7.000000000000000;POLYGON ((352902.879974111 6689024.83760315,352901.358655818 6689040.3919862,352901.228733103 6689042.06852449,352900.756952762 6689046.99164511,352900.7007435 6689047.32871108,352900.44089932 6689050.68178777,352913.823669787 6689051.34972108,352914.025465223 6689046.99863417,352914.406014594 6689035.29363712,352914.614263009 6689031.05344052,352914.852919883 6689026.03261783,352902.879974111 6689024.83760315))
IK109000KW0721;KW;721;385.385417032805610;10.000000000000000;POLYGON ((353057.050307518 6689194.89669946,353047.550892433 6689197.11807024,353044.856521188 6689197.71981204,353044.666710383 6689197.06325822,353040.774452411 6689196.6220081,353039.652965099 6689200.80403997,353039.302781023 6689202.60464832,353036.852479389 6689211.3145659,353059.676049429 6689217.88718743,353062.055276712 6689217.0812465,353060.64279043 6689211.04379187,353057.050307518 6689194.89669946))
IK109000KW0726;KW;726;205.561762880285610;0.000000000000000;POLYGON ((352842.171396634 6689104.69761978,352821.311893429 6689107.13527472,352822.171765675 6689114.09496458,352854.594841883 6689108.42539864,352854.638143916 6689107.8665521,352854.095319476 6689102.44612915,352842.171396634 6689104.69761978))
IK109000IP0479;IP;479;117.796933109312930;10.000000000000000;POLYGON ((353061.713288125 6689044.30625239,353061.892017221 6689046.07610266,353062.014528062 6689048.1830174,353062.418934907 6689053.83402651,353065.034989308 6689055.7959497,353072.893430089 6689055.33901327,353072.418107859 6689048.46821055,353072.360078139 6689047.47019819,353072.295600673 6689046.36129559,353072.162008894 6689045.36767682,353072.071740423 6689043.81521318,353068.816123251 6689043.89324776,353066.700385077 6689044.01626953,353065.038019399 6689044.11293002,353061.713288125 6689044.30625239))
IK109000KW0737;KW;737;147.373128376643790;7.000000000000000;POLYGON ((352950.370661861 6689090.50325406,352949.942161045 6689094.86752569,352947.846700776 6689100.55267725,352947.509434764 6689102.57507073,352947.315001378 6689103.14270692,352945.393701912 6689111.82189335,352951.604461539 6689113.01834864,352954.028898467 6689103.86483802,352956.610917182 6689094.81342868,352957.46882965 6689091.31430355,352956.391619138 6689091.04316364,352951.970353172 6689090.63273701,352950.370661861 6689090.50325406))
IK109000KW0738;KW;738;28.472097213692471;10.000000000000000;POLYGON ((353020.045067525 6689206.50619303,353025.36188967 6689207.97723699,353025.746138459 6689208.06615641,353028.297657128 6689208.9191618,353029.200727679 6689206.19627764,353026.42897672 6689205.4673446,353026.686075491 6689204.67353614,353020.985001737 6689203.11357189,353020.045067525 6689206.50619303))
IK109000KW0739;KW;739;3904.950445490748700;10.000000000000000;POLYGON ((352972.833278166 6689145.60824154,352971.007814238 6689150.72135554,352966.298111425 6689164.90345534,352962.346810675 6689176.48234554,352962.089718601 6689177.2761567,352958.578898186 6689188.6068996,352968.752795649 6689191.46436162,352968.703034741 6689191.91231728,352986.971976207 6689197.08060741,352987.179308158 6689196.7347528,352992.804838292 6689198.29907929,352992.603955483 6689198.75582393,353020.045067525 6689206.50619303,353020.985001737 6689203.11357189,353026.686075491 6689204.67353614,353026.42897672 6689205.4673446,353029.200727679 6689206.19627764,353031.519247102 6689197.82781604,353038.230646919 6689173.73802621,353038.775272224 6689171.36978461,353050.880654303 6689168.32927306,353048.771570918 6689159.43943197,353042.610650345 6689157.79492029,353031.126414222 6689154.56847115,353027.031416594 6689153.24889629,353017.015060357 6689150.49343692,353017.341272976 6689149.58434367,353013.945662136 6689148.5579001,353005.774995426 6689146.25144749,352996.986936913 6689143.75838189,352992.740801682 6689142.44761968,352975.54890705 6689137.55045608,352972.833278166 6689145.60824154))
IK109000KW0745;KW;745;86.951174056039818;7.000000000000000;POLYGON ((352956.237794077 6689075.36370273,352956.171457371 6689072.91972456,352956.215707379 6689068.46653873,352956.098709963 6689061.24109951,352949.794825722 6689061.05144121,352950.413094855 6689075.59123406,352956.237794077 6689075.36370273))
IK109000KW0746;KW;746;105.588391721738530;0.000000000000000;POLYGON ((352950.413094855 6689075.59123406,352950.728213224 6689084.91919098,352950.736502212 6689086.36515792,352950.370661861 6689090.50325406,352951.970353172 6689090.63273701,352956.391619138 6689091.04316364,352956.992435673 6689088.33784969,352957.0919593 6689087.44193843,352957.702901432 6689087.51766832,352960.347554874 6689087.36384291,352959.964236575 6689083.38058751,352957.477154434 6689083.63651317,352957.380405722 6689081.97316098,352956.316093447 6689081.92380138,352956.256206464 6689079.59071331,352956.146557615 6689077.70558087,352956.194482044 6689075.92254849,352956.237794077 6689075.36370273,352950.413094855 6689075.59123406))
IK109000KW0751;KW;751;302.972836508102200;0.000000000000000;POLYGON ((352997.394751868 6689092.10757475,352997.163447084 6689093.34494498,352995.417161908 6689101.12380999,352995.136093706 6689102.80913567,352992.711594492 6689111.96262962,352990.624382748 6689119.09373361,352990.116633999 6689120.79224345,352988.230315057 6689127.46660381,352993.560112898 6689129.15939941,352996.338352092 6689129.99920718,353005.703718466 6689094.1834462,352997.394751868 6689092.10757475))
IK109000KW0752;KW;752;284.697822157684530;10.000000000000000;POLYGON ((353001.311259716 6689073.40976577,353000.760186451 6689075.66711992,352997.394751868 6689092.10757475,353005.703718466 6689094.1834462,353010.31502817 6689077.00295043,353011.348069114 6689072.60352849,353011.611622582 6689071.92060989,353011.810687189 6689070.12878928,353012.859428402 6689063.3918848,353003.438169403 6689063.04966756,353001.311259716 6689073.40976577))
IK109000KW0757;KW;757;119.003364581175600;7.000000000000000;POLYGON ((352918.039951618 6689199.42118569,352912.855808442 6689202.83819458,352907.438540091 6689206.15750486,352908.392268598 6689208.21606512,352905.095285148 6689210.18811254,352905.934747999 6689211.58572734,352905.569850259 6689211.82948604,352907.973971085 6689215.36138588,352911.182490589 6689213.17195536,352912.854961444 6689215.85629669,352915.462703128 6689216.37218782,352915.994373186 6689213.78215449,352916.538945458 6689211.41390151,352916.770226406 6689210.17652775,352916.906595081 6689208.61087912,352918.039951618 6689199.42118569))
IK109000KW0763;KW;763;98.596204803766142;0.000000000000000;POLYGON ((352988.918096214 6689087.14857015,352989.806445225 6689082.86882382,352990.770357493 6689078.58468306,352991.414506508 6689075.32052715,352983.74224924 6689073.76396899,352980.647809945 6689085.73806318,352982.556197032 6689085.96086555,352988.918096214 6689087.14857015))
IK109000KW0764;KW;764;132.469261974250880;0.000000000000000;POLYGON ((352974.854420633 6689090.41436178,352974.134721649 6689093.68291444,352973.451887266 6689096.28173138,352979.215736449 6689097.61547451,352986.434597223 6689099.19839496,352988.918096214 6689087.14857015,352982.556197032 6689085.96086555,352980.647809945 6689085.73806318,352980.511418182 6689087.30370981,352979.818465418 6689087.12148216,352978.791900525 6689091.63179989,352974.854420633 6689090.41436178))
IK109000KW0765;KW;765;124.461121557265020;7.000000000000000;POLYGON ((352977.687198639 6689071.33450427,352976.483709672 6689075.41005108,352976.107734336 6689076.76710181,352978.350618727 6689077.52677448,352977.773756393 6689079.3405701,352976.213643676 6689085.10583825,352975.837669265 6689086.46288903,352974.854420633 6689090.41436178,352978.791900525 6689091.63179989,352979.818465418 6689087.12148216,352980.511418182 6689087.30370981,352980.647809945 6689085.73806318,352983.74224924 6689073.76396899,352980.804578059 6689071.48698979,352982.30299258 6689062.0535581,352979.494305261 6689061.99438296,352977.687198639 6689071.33450427))
IK109000KW0766;KW;766;134.363761374601470;7.000000000000000;POLYGON ((352991.414506508 6689075.32052715,352991.946228566 6689072.7305016,352994.092470313 6689062.70307062,352982.30299258 6689062.0535581,352980.804578059 6689071.48698979,352983.74224924 6689073.76396899,352991.414506508 6689075.32052715))
IK109000KW0767;KW;767;170.870128612253780;7.000000000000000;POLYGON ((352970.206587552 6689071.76959173,352970.128244777 6689074.33324995,352970.045286966 6689078.12109481,352969.90611699 6689082.24600506,352969.541208406 6689082.48975976,352969.448132458 6689083.49656095,352976.213643676 6689085.10583825,352977.773756393 6689079.3405701,352978.350618727 6689077.52677448,352976.107734336 6689076.76710181,352976.483709672 6689075.41005108,352977.687198639 6689071.33450427,352979.494305261 6689061.99438296,352970.532859906 6689061.73673934,352970.206587552 6689071.76959173))
IK109000KW0768;KW;768;73.902963097950689;0.000000000000000;POLYGON ((352969.448132458 6689083.49656095,352969.298844086 6689084.84042751,352968.274121555 6689090.68582383,352967.76821102 6689093.71941225,352967.530462633 6689094.84589347,352973.061180913 6689096.0819252,352973.451887266 6689096.28173138,352974.134721649 6689093.68291444,352974.854420633 6689090.41436178,352975.837669265 6689086.46288903,352976.213643676 6689085.10583825,352969.448132458 6689083.49656095))
IK109000KW0771;KW;771;11.716648972572845;0.000000000000000;POLYGON ((352956.256206464 6689079.59071331,352956.316093447 6689081.92380138,352957.380405722 6689081.97316098,352957.477154434 6689083.63651317,352959.964236575 6689083.38058751,352959.518256193 6689079.62350747,352956.256206464 6689079.59071331))
IK109000KW0772;KW;772;11.851041315096101;0.000000000000000;POLYGON ((352956.194482044 6689075.92254849,352956.146557615 6689077.70558087,352956.256206464 6689079.59071331,352959.518256193 6689079.62350747,352959.141387325 6689075.75114236,352956.194482044 6689075.92254849))
IK109000KW0773;KW;773;44.111792718525614;7.000000000000000;POLYGON ((352961.40456504 6689072.94913897,352956.171457371 6689072.91972456,352956.237794077 6689075.36370273,352956.194482044 6689075.92254849,352959.141387325 6689075.75114236,352963.461302479 6689075.72240863,352963.459466635 6689074.38733187,352963.544256355 6689071.93456371,352963.618032907 6689061.47133524,352961.646974862 6689061.47471421,352961.40456504 6689072.94913897))
IK109000KW0782;KW;782;277.560372641283950;0.000000000000000;POLYGON ((352883.535866908 6689216.22678289,352881.786944053 6689217.44118746,352868.438775041 6689227.78661382,352876.71087583 6689239.65580443,352892.153492203 6689227.51956414,352883.535866908 6689216.22678289))
IK109000KW0783;KW;783;114.757593585478080;0.000000000000000;POLYGON ((352887.711015326 6689216.31767645,352886.292874831 6689215.39879207,352884.479437092 6689215.50429474,352883.535866908 6689216.22678289,352892.153492203 6689227.51956414,352899.550932619 6689221.74846537,352894.869851927 6689215.56739848,352892.80667048 6689212.68326122,352887.711015326 6689216.31767645))
IK109000KW0784;KW;784;495.593156434126400;7.000000000000000;POLYGON ((352892.153492203 6689227.51956414,352876.71087583 6689239.65580443,352884.812472799 6689251.20112849,352886.554934171 6689249.87583458,352889.681415771 6689247.57989812,352893.751466008 6689244.56147656,352901.369112638 6689238.66630214,352907.60274833 6689233.74177609,352911.811034642 6689230.49279535,352913.928503836 6689222.58103503,352912.000803014 6689222.02558405,352911.225852024 6689221.73686975,352910.759591205 6689221.54146319,352908.987608634 6689219.75303479,352908.195156138 6689220.46672777,352892.652009639 6689228.26941986,352892.153492203 6689227.51956414))
IK109000IP0548;IP;548;218.120676478708650;10.000000000000000;POLYGON ((353059.432324218 6689015.50993916,353060.461378755 6689026.68788462,353068.369628988 6689025.78298754,353070.781175114 6689025.53150172,353075.006216942 6689025.17457156,353079.093029657 6689025.04821189,353079.703975781 6689025.12395426,353078.642719352 6689013.3915542,353069.298765224 6689014.37991617,353067.340589289 6689014.60504073,353060.112386162 6689015.47039553,353059.432324218 6689015.50993916))
IK109000KW0785;KW;785;94.554189306708082;7.000000000000000;POLYGON ((352907.973971085 6689215.36138588,352904.206132225 6689218.36221468,352900.563612354 6689220.91069386,352899.550932619 6689221.74846537,352892.153492203 6689227.51956414,352892.652009639 6689228.26941986,352908.195156138 6689220.46672777,352908.987608634 6689219.75303479,352910.759591205 6689221.54146319,352911.225852024 6689221.73686975,352911.925243192 6689222.02997966,352913.928503836 6689222.58103503,352915.000142668 6689218.8469355,352915.462703128 6689216.37218782,352912.854961444 6689215.85629669,352911.182490589 6689213.17195536,352907.973971085 6689215.36138588))
IK109000IP0549;IP;549;235.964621635488730;0.000000000000000;POLYGON ((353100.149129468 6689023.37890395,353098.990170139 6689013.87748558,353094.160620211 6689014.26954513,353093.938574904 6689013.05853871,353093.759855467 6689011.28868765,353093.533167993 6689011.30186757,353090.37243816 6689011.7081679,353087.369281053 6689012.2165734,353087.136146181 6689012.1188633,353087.224603527 6689012.33625044,353078.642719352 6689013.3915542,353079.703975781 6689025.12395426,353088.84701644 6689024.59234976,353089.073703409 6689024.57916966,353090.269805806 6689024.2870954,353100.149129468 6689023.37890395))
IK109000KW0786;KW;786;87.521965499304699;7.000000000000000;POLYGON ((352871.787625746 6689091.18035753,352868.635255725 6689093.0327422,352861.140894029 6689097.1405266,352859.741205098 6689100.44865936,352867.813367986 6689099.75648393,352873.242740394 6689100.55325908,352874.042540523 6689096.05611142,352874.615657816 6689091.57215216,352874.870887629 6689089.44326067,352871.787625746 6689091.18035753))
IK109000KW0787;KW;787;227.079747168857380;7.000000000000000;POLYGON ((352859.741205098 6689100.44865936,352860.609343842 6689108.85432155,352865.896879561 6689116.33526682,352870.783428157 6689111.71161565,352878.730173628 6689102.34804977,352883.627792574 6689096.61111262,352874.042540523 6689096.05611142,352873.242740394 6689100.55325908,352867.813367986 6689099.75648393,352859.741205098 6689100.44865936))
IK109000KX0661;KX;661;4349.203463188911000;7.000000000000000;POLYGON ((353215.318441677 6689049.50720717,353180.291692101 6689053.43461831,353179.826835899 6689063.69802453,353179.555734463 6689068.16438545,353176.973742616 6689068.09194068,353169.750252774 6689067.73297628,353169.594473107 6689068.96594744,353169.208066696 6689076.6656992,353168.367935635 6689093.515563,353165.194354785 6689093.70004299,353164.934368694 6689097.05310875,353163.873298878 6689108.79762412,353162.219571904 6689124.69340109,353162.083135138 6689126.25904379,353161.892269138 6689129.49682718,353161.686717923 6689131.17775275,353161.587165473 6689132.07366073,353161.513397828 6689133.41313027,353161.294954591 6689134.87227509,353160.370342433 6689145.05114954,353163.267437453 6689145.32779825,353196.678902704 6689148.83763884,353204.312322901 6689149.72912869,353207.895904399 6689150.07716241,353208.637933538 6689144.58204473,353209.185508571 6689139.65455498,353209.739530273 6689134.83795578,353210.767353568 6689126.43333621,353210.966473473 6689124.64152191,353211.409830597 6689121.83412641,353212.29476496 6689114.88425852,353212.623891427 6689111.41591238,353213.211249012 6689103.25942548,353213.28502931 6689101.91995669,353213.339474094 6689100.24781661,353213.400364155 6689098.68656697,353213.422583168 6689096.45997474,353213.642144519 6689091.10649152,353213.845932312 6689088.09049098,353213.850596968 6689086.86630447,353214.286163919 6689073.48918467,353214.762186694 6689062.11248479,353214.840634455 6689059.54882976,353215.318441677 6689049.50720717))
IK109000KX0001;KX;1;407.964583078987520;16.000000000000000;POLYGON ((353149.886471675 6689379.4287491,353136.751792799 6689398.66238716,353139.094852032 6689403.75563404,353154.116865918 6689406.55406247,353155.722912921 6689406.79449073,353158.120654979 6689401.09183706,353161.121063014 6689394.01896669,353162.797271342 6689390.2497701,353159.72159133 6689388.20326629,353151.742143273 6689382.65882593,353149.886471675 6689379.4287491))
IK109000KX0662;KX;662;138.697585343990710;10.000000000000000;POLYGON ((353180.291692101 6689053.43461831,353170.274181937 6689054.57324251,353169.75490895 6689066.50878982,353169.750252774 6689067.73297628,353176.973742616 6689068.09194068,353179.555734463 6689068.16438545,353179.826835899 6689063.69802453,353180.291692101 6689053.43461831))
IK109000KX0002;KX;2;158.426266630549350;16.000000000000000;POLYGON ((353155.722912921 6689406.79449073,353166.688793416 6689408.93863207,353168.366049883 6689401.27509294,353169.036024416 6689398.454515,353170.244199447 6689393.15481552,353169.173499611 6689392.99452737,353166.427638448 6689392.7090907,353165.879395642 6689392.40716599,353162.797271342 6689390.2497701,353161.121063014 6689394.01896669,353158.120654979 6689401.09183706,353155.722912921 6689406.79449073))
IK109000KX0663;KX;663;434.179183351275070;10.000000000000000;POLYGON ((353170.274181937 6689054.57324251,353158.676320291 6689055.91501583,353158.288855737 6689067.50910811,353158.141317007 6689070.18804676,353158.007395216 6689078.31818326,353157.797188238 6689081.22329523,353157.407939579 6689091.48231149,353157.247510636 6689093.93946961,353161.863205001 6689093.78241917,353165.194354785 6689093.70004299,353168.367935635 6689093.515563,353169.208066696 6689076.6656992,353169.594473107 6689068.96594744,353169.750252774 6689067.73297628,353169.75490895 6689066.50878982,353170.274181937 6689054.57324251))
IK109000KX0003;KX;3;148.915286757143550;16.000000000000000;POLYGON ((353160.131151246 6689374.38256912,353149.886471675 6689379.4287491,353151.742143273 6689382.65882593,353159.72159133 6689388.20326629,353162.797271342 6689390.2497701,353165.879395642 6689392.40716599,353166.427638448 6689392.7090907,353169.173499611 6689392.99452737,353168.232777456 6689391.15770515,353166.24354196 6689386.93400122,353160.131151246 6689374.38256912))
IK109000KX0664;KX;664;178.844594665477760;10.000000000000000;POLYGON ((353158.676320291 6689055.91501583,353153.935257789 6689056.52441524,353154.346024414 6689062.28632115,353153.817091496 6689062.31706894,353153.991140362 6689065.31110855,353153.821405082 6689070.21663954,353153.065787635 6689070.26056503,353152.631816306 6689094.09652361,353153.236307848 6689094.06138316,353156.26521186 6689093.99657221,353157.247510636 6689093.93946961,353157.407939579 6689091.48231149,353157.797188238 6689081.22329523,353158.007395216 6689078.31818326,353158.141317007 6689070.18804676,353158.288855737 6689067.50910811,353158.676320291 6689055.91501583))
IK109000KX0004;KX;4;229.365396188911030;16.000000000000000;POLYGON ((353169.488490938 6689369.72178629,353160.131151246 6689374.38256912,353166.24354196 6689386.93400122,353168.232777456 6689391.15770515,353169.173499611 6689392.99452737,353170.244199447 6689393.15481552,353173.443406037 6689393.41390015,353176.182820158 6689393.58844956,353177.419641039 6689386.17304786,353175.367745557 6689382.17551416,353175.259956723 6689381.62545402,353174.6536975 6689380.32551418,353174.142334558 6689379.35385356,353169.488490938 6689369.72178629))
IK109000KX0665;KX;665;248.543938549824730;10.000000000000000;POLYGON ((353153.935257789 6689056.52441524,353146.480413673 6689057.4028431,353146.960302968 6689063.04946553,353147.12146252 6689065.82172425,353147.091025404 6689066.60234932,353147.019053338 6689069.27689561,353146.853975585 6689072.95824034,353145.818393818 6689094.27007716,353152.631816306 6689094.09652361,353153.065787635 6689070.26056503,353153.821405082 6689070.21663954,353153.991140362 6689065.31110855,353153.817091496 6689062.31706894,353154.346024414 6689062.28632115,353153.935257789 6689056.52441524))
IK109000KX0007;KX;7;301.571351145727530;10.000000000000000;POLYGON ((353166.688793416 6689408.93863207,353182.019453554 6689411.83045179,353182.348526194 6689408.36210102,353182.918223594 6689401.20801082,353184.347697755 6689391.88990327,353185.002994484 6689387.51246811,353182.779590058 6689387.0853884,353177.419641039 6689386.17304786,353176.182820158 6689393.58844956,353173.443406037 6689393.41390015,353170.244199447 6689393.15481552,353169.036024416 6689398.454515,353168.366049883 6689401.27509294,353166.688793416 6689408.93863207))
IK109000KX0667;KX;667;250.286674727000300;10.000000000000000;POLYGON ((353139.856752075 6689058.23296029,353134.958122098 6689058.74026989,353134.142067022 6689074.69862204,353133.548362335 6689082.7442256,353132.947163042 6689094.57327947,353140.82489234 6689094.44910355,353141.349067624 6689072.16560895,353141.284602664 6689071.05670551,353141.252370185 6689070.50225379,353140.914298239 6689067.29521924,353140.787164456 6689066.4124892,353139.856752075 6689058.23296029))
IK109000KX0008;KX;8;300.214773202857200;10.000000000000000;POLYGON ((353182.019453554 6689411.83045179,353196.512519769 6689414.65973241,353196.941148535 6689410.29547428,353197.519100923 6689404.58735409,353198.65746534 6689394.17352073,353195.287808176 6689393.59053509,353187.018000293 6689392.17974032,353184.347697755 6689391.88990327,353182.918223594 6689401.20801082,353182.348526194 6689408.36210102,353182.019453554 6689411.83045179))
IK109000KX0668;KX;668;371.207467523369360;10.000000000000000;POLYGON ((353134.958122098 6689058.74026989,353124.115891269 6689060.0381826,353123.972720052 6689070.61669257,353123.443787873 6689070.64744305,353123.346039259 6689072.87842834,353123.328499032 6689073.88083421,353123.133002446 6689078.34280485,353123.051460463 6689092.58948219,353123.117729894 6689095.03346242,353126.971362936 6689094.80942405,353132.947163042 6689094.57327947,353133.548362335 6689082.7442256,353134.142067022 6689074.69862204,353134.958122098 6689058.74026989))
IK109000KX0009;KX;9;429.252016596177100;13.000000000000000;POLYGON ((353191.890873947 6689358.62819364,353183.634640956 6689362.66860617,353187.442642612 6689370.79213853,353186.157824457 6689379.99057,353185.002994484 6689387.51246811,353184.347697755 6689391.88990327,353187.018000293 6689392.17974032,353195.287808176 6689393.59053509,353198.65746534 6689394.17352073,353199.014124495 6689392.48381121,353201.589524674 6689368.96842249,353201.129731191 6689368.88388364,353199.845245834 6689368.95854686,353196.967597536 6689369.0145516,353196.834027433 6689368.02092908,353195.618654047 6689367.98031071,353195.478637899 6689366.87579772,353195.92554002 6689366.73855514,353194.80147796 6689364.3560604,353191.890873947 6689358.62819364))
IK109000KX0670;KX;670;234.517251913017840;10.000000000000000;POLYGON ((353112.937864694 6689073.81733285,353111.392814639 6689095.492598,353123.117729894 6689095.03346242,353123.051460463 6689092.58948219,353123.133002446 6689078.34280485,353123.328499032 6689073.88083421,353120.519822453 6689073.82159266,353119.002141564 6689073.79856187,353112.937864694 6689073.81733285))
