identifiant;Section;Numero;Surface;hauteur;coordonnees_de_la_forme
IK109000KW0329;KW;329;722.957960860701750;7.000000000000000;POLYGON ((352854.095319476 6689102.44612915,352853.312906697 6689096.81711531,352854.427842415 6689092.52415976,352841.20458732 6689093.29353329,352838.786620859 6689093.4342219,352829.032741835 6689093.89049281,352820.110039213 6689094.29841512,352810.438175338 6689094.86120965,352810.277888028 6689097.31837698,352803.030446499 6689097.85137335,352792.609427491 6689098.56905668,352792.841734923 6689102.56109563,352793.125666233 6689107.44025441,352793.148774341 6689110.44307793,352804.217559894 6689109.13137282,352807.460241072 6689108.8314139,352821.311893429 6689107.13527472,352842.171396634 6689104.69761978,352854.095319476 6689102.44612915))
IK109000IR0080;IR;80;301.451722056448660;7.000000000000000;POLYGON ((352970.830554409 6689053.81958987,352981.473722709 6689054.31322016,352981.907827393 6689044.83042496,352981.910614955 6689042.27116183,352982.173293292 6689036.35882563,352982.618472156 6689025.7627347,352977.517100769 6689025.39184172,352972.126378391 6689025.26031277,352971.963235926 6689030.27673835,352971.934653635 6689032.39244081,352971.694117042 6689036.07818474,352970.830554409 6689053.81958987))
IK109000KW0331;KW;331;685.656404173644320;7.000000000000000;POLYGON ((352854.427842415 6689092.52415976,352857.525862426 6689092.34391077,352861.99962641 6689089.7470475,352860.526122274 6689085.27089578,352859.928081563 6689085.41695593,352856.641969276 6689077.15197579,352854.467188255 6689071.04764577,352855.833751269 6689071.07940191,352857.426999451 6689071.09796946,352857.871074252 6689064.39620832,352858.483771171 6689056.68324822,352854.30205867 6689056.48148525,352847.462774655 6689056.21181945,352840.081651979 6689055.75115707,352839.901130139 6689061.7699932,352839.53449977 6689069.80243575,352838.786620859 6689093.4342219,352841.20458732 6689093.29353329,352854.427842415 6689092.52415976))
IK109000IR0081;IR;81;34.730326967861401;7.000000000000000;POLYGON ((352982.618472156 6689025.7627347,352982.822150496 6689022.74672696,352976.354204787 6689022.34404977,352971.334841771 6689022.07965744,352971.206731431 6689025.0912707,352972.126378391 6689025.26031277,352977.517100769 6689025.39184172,352982.618472156 6689025.7627347))
IK109000KW0332;KW;332;376.298519958040860;7.000000000000000;POLYGON ((352840.081651979 6689055.75115707,352830.049407745 6689055.33349582,352829.73627248 6689065.58813546,352829.666306838 6689069.59776208,352829.032741835 6689093.89049281,352838.786620859 6689093.4342219,352839.53449977 6689069.80243575,352839.901130139 6689061.7699932,352840.081651979 6689055.75115707))
IK109000IP0087;IP;87;183.700517838701270;7.000000000000000;POLYGON ((353106.986620011 6689022.31378273,353107.311815735 6689025.29903434,353108.776615585 6689037.45303556,353110.667956738 6689053.03145772,353116.69357314 6689052.34734254,353115.191909056 6689040.8630737,353115.30435163 6689040.1889458,353114.88605805 6689038.21049244,353113.295933905 6689026.50883699,353113.035210849 6689024.63248803,353112.862943983 6689022.97352663,353113.165193357 6689022.95595438,353113.087829791 6689021.6252708,353106.986620011 6689022.31378273))
IK109000IR0083;IR;83;262.933313323155460;10.000000000000000;POLYGON ((352987.487574374 6689031.26534204,352986.717042892 6689047.99994386,352986.503255488 6689048.23490818,352986.315265469 6689048.91343317,352986.347512179 6689049.46788401,352986.102349603 6689054.37781407,352998.023617938 6689054.68587448,352998.510308833 6689042.19586209,352998.545349129 6689040.19104986,352998.686370128 6689037.40121739,352998.931545285 6689032.49128809,352997.331840379 6689032.36179258,352995.354324249 6689032.25427026,352994.743377277 6689032.17853653,352993.225683557 6689032.15553774,352992.539174307 6689032.08419882,352992.658052737 6689031.5209588,352987.487574374 6689031.26534204))
IK109000IP0088;IP;88;159.087025340895760;10.000000000000000;POLYGON ((353116.69357314 6689052.34734254,353121.441083761 6689051.84880386,353120.909595944 6689045.31506118,353120.577960085 6689042.21891834,353120.323686276 6689040.45345929,353120.190102487 6689039.45983945,353120.004943846 6689037.57909714,353118.559507474 6689025.75776406,353117.980042719 6689021.00705297,353113.087829791 6689021.6252708,353113.165193357 6689022.95595438,353112.862943983 6689022.97352663,353113.035210849 6689024.63248803,353113.295933905 6689026.50883699,353114.88605805 6689038.21049244,353115.30435163 6689040.1889458,353115.191909056 6689040.8630737,353116.69357314 6689052.34734254))
IK109000IR0084;IR;84;400.363514301858290;10.000000000000000;POLYGON ((352998.023617938 6689054.68587448,353011.166772466 6689055.14542936,353011.479243975 6689048.78513908,353011.787940911 6689048.87845189,353011.820312791 6689040.30914658,353011.937368614 6689038.41083029,353012.044458387 6689024.60771469,353011.439959807 6689024.64286944,353006.14414844 6689024.83958597,353000.986563696 6689024.80573788,353001.090718909 6689022.68564111,352999.415449147 6689022.56053954,352999.354611473 6689024.12179096,352999.274426651 6689025.35037187,352998.931545285 6689032.49128809,352998.686370128 6689037.40121739,352998.545349129 6689040.19104986,352998.510308833 6689042.19586209,352998.023617938 6689054.68587448))
IK109000IP0089;IP;89;334.065185380130000;10.000000000000000;POLYGON ((353125.363859906 6689051.50948117,353133.952139776 6689050.56513488,353133.161746371 6689043.49011788,353132.701927246 6689043.40558441,353132.663247499 6689042.74024245,353130.406302428 6689022.17614227,353130.106904851 6689019.63445068,353124.232379208 6689020.30976644,353117.980042719 6689021.00705297,353118.559507474 6689025.75776406,353120.004943846 6689037.57909714,353120.190102487 6689039.45983945,353122.601644015 6689039.20837456,353122.741674208 6689040.31288476,353123.723981822 6689040.25577665,353123.769109334 6689041.03200885,353124.064911011 6689040.90354684,353124.19204737 6689041.78627645,353124.448119287 6689044.88681241,353125.363859906 6689051.50948117))
IK109000IR0085;IR;85;301.711872575327620;16.000000000000000;POLYGON ((353011.166772466 6689055.14542936,353025.134655919 6689055.44578701,353025.453590738 6689049.19638765,353023.48252981 6689049.19974619,353022.740789835 6689045.57112877,353022.221108798 6689043.15351529,353020.935713292 6689037.9988006,353020.029949373 6689034.15719169,353017.793643802 6689024.38463778,353012.044458387 6689024.60771469,353011.937368614 6689038.41083029,353011.820312791 6689040.30914658,353011.787940911 6689048.87845189,353011.479243975 6689048.78513908,353011.166772466 6689055.14542936))
IK109000IP0090;IP;90;2955.172464779651800;7.000000000000000;POLYGON ((353104.216384799 6688999.44296352,353106.986620011 6689022.31378273,353113.087829791 6689021.6252708,353117.980042719 6689021.00705297,353124.232379208 6689020.30976644,353130.106904851 6689019.63445068,353130.406302428 6689022.17614227,353132.663247499 6689042.74024245,353132.701927246 6689043.40558441,353133.161746371 6689043.49011788,353162.590496079 6689039.77657725,353176.366800424 6689038.08565491,353181.825913195 6689032.87266935,353183.309980281 6689021.88243146,353186.639491289 6688996.98806327,353186.771279919 6688996.6466079,353177.153696858 6688995.53666817,353162.490956807 6688993.71862945,353159.626019792 6688993.99643301,353154.047271731 6688994.54325918,353148.241836301 6688995.1032684,353144.098780809 6688995.56664435,353126.758043581 6688997.24232512,353123.439732934 6688997.5465034,353118.163240182 6688998.07579141,353116.1294953 6688998.30529295,353112.206684231 6688998.64462169,353106.930192871 6688999.17391963,353104.216384799 6688999.44296352))
IK109000IR0086;IR;86;410.343518713059670;16.000000000000000;POLYGON ((353017.793643802 6689024.38463778,353016.976336678 6689020.76041561,353013.909816222 6689007.14186125,353011.882660329 6688998.35853334,353009.96597508 6688996.68975501,353000.469048811 6688996.35193699,353000.251489363 6689003.04050289,353000.201722906 6689003.48845805,353000.216446822 6689005.04531489,352999.895704348 6689009.95963825,352999.652351578 6689016.20464374,352999.514981305 6689021.66462915,352999.415449147 6689022.56053954,353001.090718909 6689022.68564111,353000.986563696 6689024.80573788,353006.14414844 6689024.83958597,353011.439959807 6689024.64286944,353012.044458387 6689024.60771469,353017.793643802 6689024.38463778))
IK109000IR0087;IR;87;119.242117851604410;10.000000000000000;POLYGON ((352988.915074872 6689020.61212135,352988.764816375 6689025.85032674,352987.631381777 6689025.91624637,352987.487574374 6689031.26534204,352992.658052737 6689031.5209588,352992.539174307 6689032.08419882,352993.225683557 6689032.15553774,352994.743377277 6689032.17853653,352995.354324249 6689032.25427026,352997.331840379 6689032.36179258,352998.931545285 6689032.49128809,352999.274426651 6689025.35037187,352999.354611473 6689024.12179096,352999.415449147 6689022.56053954,352999.514981305 6689021.66462915,352994.558283916 6689021.17404244,352988.915074872 6689020.61212135))
IK109000IR0089;IR;89;62.203934634550848;10.000000000000000;POLYGON ((352989.377789372 6689009.01362535,352989.089302589 6689014.48240013,352994.758313892 6689015.48788204,352999.652351578 6689016.20464374,352999.895704348 6689009.95963825,352997.68504437 6689009.75440848,352995.707520859 6689009.64688605,352989.377789372 6689009.01362535))
IK109000IR0090;IR;90;56.114620618678011;10.000000000000000;POLYGON ((352989.590714677 6689003.54924529,352989.377789372 6689009.01362535,352995.707520859 6689009.64688605,352997.68504437 6689009.75440848,352999.895704348 6689009.95963825,353000.216446822 6689005.04531489,352998.616734724 6689004.91581906,352998.087796721 6689004.94658065,352995.877134818 6689004.74135156,352995.831991005 6689003.96512042,352989.590714677 6689003.54924529))
IK109000KX0956;KX;956;131.647484482982150;7.000000000000000;POLYGON ((353081.102011967 6689210.85553395,353084.250335996 6689224.58062805,353089.500835707 6689223.60774856,353091.256459909 6689213.38053418,353091.967941479 6689208.66602678,353083.382716116 6689207.05116936,353083.108079655 6689208.84738175,353082.826995689 6689210.53270383,353081.102011967 6689210.85553395))
IK109000KX0957;KX;957;73.863663628940216;10.000000000000000;POLYGON ((353091.967941479 6689208.66602678,353093.524497076 6689200.23063212,353085.02126827 6689198.72226941,353084.614853525 6689200.8599395,353083.802025166 6689205.1352798,353083.382716116 6689207.05116936,353091.967941479 6689208.66602678))
IK109000KZ0489;KZ;489;27.815909866204905;10.000000000000000;POLYGON ((353192.398062672 6689422.13113772,353188.411069681 6689421.36151135,353186.537559835 6689428.257596,353190.146762662 6689429.04918155,353192.398062672 6689422.13113772))
IK109000KZ0491;KZ;491;60.981117346790406;10.000000000000000;POLYGON ((353148.114515256 6689475.44241548,353145.200818412 6689481.39760388,353149.724927144 6689483.58242226,353153.631687177 6689485.58060346,353153.908126248 6689485.11947131,353156.005403882 6689480.76946414,353156.407169835 6689479.85598511,353148.114515256 6689475.44241548))
IK109000LM0520;LM;520;368.686107852742340;10.000000000000000;POLYGON ((353083.992421311 6689447.01492853,353085.928468115 6689439.89263722,353075.830601856 6689437.0305793,353046.922764694 6689428.80897939,353043.707769547 6689440.01121455,353059.279821601 6689444.44639628,353060.338596655 6689440.49053965,353073.812560348 6689444.04637699,353083.992421311 6689447.01492853))
IK109000KX0964;KX;964;91.614691842738935;7.000000000000000;POLYGON ((353077.244217297 6689194.05626782,353079.898694471 6689205.80730081,353080.797958853 6689209.53803047,353081.102011967 6689210.85553395,353082.826995689 6689210.53270383,353083.108079655 6689208.84738175,353083.382716116 6689207.05116936,353083.802025166 6689205.1352798,353084.614853525 6689200.8599395,353085.02126827 6689198.72226941,353085.315249131 6689197.25872813,353086.065415396 6689193.20956219,353083.295479319 6689193.81568003,353083.010769397 6689192.83084747,353082.03493463 6689192.99885261,353077.244217297 6689194.05626782))
IK109000KX0965;KX;965;7.533780228363869;7.000000000000000;POLYGON ((353076.858154893 6689192.63226781,353077.244217297 6689194.05626782,353082.03493463 6689192.99885261,353081.717985817 6689191.45956852,353076.858154893 6689192.63226781))
IK109000KX0966;KX;966;10.632960339085605;7.000000000000000;POLYGON ((353086.584266077 6689190.39776351,353081.717985817 6689191.45956852,353082.03493463 6689192.99885261,353083.010769397 6689192.83084747,353083.295479319 6689193.81568003,353086.065415396 6689193.20956219,353086.584266077 6689190.39776351))
IK109000LM0527;LM;527;7973.841093666197600;13.000000000000000;POLYGON ((353025.971619638 6689395.75765666,352975.008020409 6689394.15985514,352921.636610169 6689386.36042489,352916.83349472 6689423.6912517,352954.707131491 6689449.1931736,352948.651700866 6689487.1531494,353006.093901316 6689502.39332427,353010.594180593 6689487.22201784,353007.129645395 6689486.31086164,353015.304706417 6689450.89806064,353014.926921797 6689450.92003215,353011.553602347 6689447.6669937,353018.847804513 6689421.8742611,353025.971619638 6689395.75765666))
IK109000KZ0511;KZ;511;241.860743537525540;13.000000000000000;POLYGON ((353163.24793725 6689416.25963544,353151.671162421 6689414.03975044,353151.145866545 6689416.74065483,353149.73863381 6689423.83217638,353148.737817332 6689428.78603123,353147.561905786 6689434.64018793,353151.069767395 6689434.9925806,353159.38285314 6689435.84448088,353160.158806245 6689432.23888335,353160.677657422 6689429.42708915,353161.321837639 6689426.16294819,353163.24793725 6689416.25963544))
IK109000KZ0512;KZ;512;284.315175354551340;13.000000000000000;POLYGON ((353178.440359015 6689419.38201186,353163.24793725 6689416.25963544,353161.321837639 6689426.16294819,353160.677657422 6689429.42708915,353160.158806245 6689432.23888335,353159.38285314 6689435.84448088,353173.420735551 6689437.36498224,353174.931131183 6689432.04771394,353175.181789723 6689431.14302085,353178.440359015 6689419.38201186))
IK109000KZ0557;KZ;557;34.509463657149503;7.000000000000000;POLYGON ((353194.355434852 6689440.15358766,353195.224508958 6689435.54119587,353194.764720342 6689435.45665749,353193.316243215 6689435.31832512,353193.39645223 6689434.08974532,353188.880567137 6689433.35086294,353187.987508527 6689438.85477185,353189.971330532 6689439.0732488,353194.355434852 6689440.15358766))
IK109000KZ0558;KZ;558;30.406810767097145;10.000000000000000;POLYGON ((353196.136912611 6689430.36995965,353191.526130161 6689429.30279572,353191.322385263 6689432.3188,353188.645654644 6689431.91807046,353186.457028818 6689438.60994274,353187.987508527 6689438.85477185,353188.880567137 6689433.35086294,353193.39645223 6689434.08974532,353193.316243215 6689435.31832512,353194.764720342 6689435.45665749,353196.136912611 6689430.36995965))
IK109000KZ0559;KZ;559;112.552714833938410;10.000000000000000;POLYGON ((353188.411069681 6689421.36151135,353184.342072135 6689420.4853893,353182.838110314 6689425.91354557,353180.882605487 6689432.70313375,353179.365758713 6689437.90951006,353186.457028818 6689438.60994274,353188.645654644 6689431.91807046,353191.322385263 6689432.3188,353191.526130161 6689429.30279572,353190.146762662 6689429.04918155,353186.537559835 6689428.257596,353188.411069681 6689421.36151135))
IK109000KZ0574;KZ;574;179.992434704827360;10.000000000000000;POLYGON ((353149.830423441 6689435.84348789,353146.407142271 6689442.16209465,353142.117672723 6689450.53383685,353150.8701524 6689455.03193275,353155.15318318 6689446.54930624,353157.678034251 6689441.72938307,353160.127332666 6689436.91385348,353152.349595025 6689436.14209467,353149.830423441 6689435.84348789))
IK109000KX1063;KX;1063;353.806844811377180;7.000000000000000;POLYGON ((353104.190286782 6689171.12660812,353103.041934921 6689178.7594078,353102.786632334 6689180.88829016,353101.458544516 6689190.6455796,353110.074216199 6689191.4798374,353112.442371368 6689191.7872132,353116.107943867 6689192.24168913,353119.533941039 6689192.48756553,353120.356083606 6689185.7638564,353120.786496904 6689182.73467299,353121.357977713 6689176.91565889,353121.818824323 6689173.1058502,353113.341355854 6689172.0410087,353112.352622795 6689171.98722819,353104.190286782 6689171.12660812))
IK109000KW0457;KW;457;505.991491945449980;7.000000000000000;POLYGON ((352923.124253829 6689060.04371799,352919.553494047 6689059.91763567,352915.000429593 6689059.84869782,352911.73561071 6689062.37519127,352910.951462921 6689073.65860713,352910.312900109 6689080.92800191,352912.31254226 6689087.93266011,352914.875211465 6689096.79607744,352917.703262527 6689106.31165016,352923.296643575 6689107.32146004,352923.352836012 6689097.86063655,352923.806204382 6689097.83426379,352923.972974336 6689086.3642322,352923.915835486 6689081.47188101,352923.634773147 6689074.03345289,352923.684532728 6689073.58549701,352923.652280083 6689073.03104648,352923.525114131 6689072.14832109,352923.577635087 6689069.14110187,352923.124253829 6689060.04371799))
IK109000KW0460;KW;460;445.702880078335510;7.000000000000000;POLYGON ((352944.390190904 6689128.45879983,352940.706126224 6689142.02493544,352946.098587909 6689143.49151317,352953.500777893 6689145.62005445,352971.007814238 6689150.72135554,352972.833278166 6689145.60824154,352975.54890705 6689137.55045608,352971.460333563 6689136.34180963,352961.972845769 6689133.55567891,352957.500011632 6689132.25812676,352951.41459461 6689130.60931441,352944.390190904 6689128.45879983))
IK109000KW0464;KW;464;75.084138861562849;13.000000000000000;POLYGON ((352961.742088437 6689331.62145509,352952.758001195 6689328.36101138,352951.258817479 6689332.56503685,352950.085825406 6689335.85996534,352958.912336748 6689339.0183049,352961.742088437 6689331.62145509))
IK109000KW0473;KW;473;40.322894848333895;7.000000000000000;POLYGON ((352877.639354265 6689210.00517515,352873.770159415 6689212.56685875,352876.482990584 6689216.19205163,352879.31369949 6689214.02458428,352884.100660795 6689210.29685563,352883.444569638 6689209.4449025,352881.722329514 6689207.20852589,352877.639354265 6689210.00517515))
